// *****************************
// Mortgage Bank / Deed of Trust
// *****************************

// DT:0006/WI
K:\Common\Engineering\Sample files\ACS\07-22-2004\PA_MTGS1\2004\g\MTG\00105656.tif.uss;2-;County Document;Mortgage - Deed Of Trust

// DT:0066/PA
K:\Common\Engineering\Sample files\ACS\07-22-2004\PA_MTGS1\2004\g\MTG\00105517.tif.uss;2-;County Document;Mortgage - Deed Of Trust

// DT:0067/PA
K:\Common\Engineering\Sample files\ACS\07-22-2004\PA_MTGS1\2004\g\MTG\00105081.tif.uss;2-;County Document;Mortgage - Deed Of Trust

// DT:0068/PA
K:\Common\Engineering\Sample files\ACS\07-22-2004\PA_MTGS1\2004\g\MTG\00105763.tif.uss;2-;County Document;Mortgage - Deed Of Trust

// DT:0069/PA
K:\Common\Engineering\Sample files\ACS\07-22-2004\PA_MTGS1\2004\g\MTG\00105774.tif.uss;2-;County Document;Mortgage - Deed Of Trust

// DT:0070/PA
K:\Common\Engineering\Sample files\ACS\07-22-2004\PA_MTGS1\2004\f\MTG\00104714.tif.uss;2-;County Document;Mortgage - Deed Of Trust

// DT:0071/PA
K:\Common\Engineering\Sample files\ACS\07-22-2004\PA_MTGS1\2004\f\MTG\00104619.tif.uss;2-;County Document;Mortgage - Deed Of Trust

// DT:0072/PA
K:\Common\Engineering\Sample files\ACS\07-22-2004\PA_MTGS1\2004\e\MTG\00106858.tif.uss;2-;County Document;Mortgage - Deed Of Trust

// DT:0073/PA
K:\Common\Engineering\Sample files\ACS\07-22-2004\PA_MTGS1\2004\e\MTG\00106851.tif.uss;3-;County Document;Mortgage - Deed Of Trust



K:\Common\Engineering\Sample Files\ACS\10-26-2004-Midland-TX\Images\Deed of Trust\00016413.tif.uss;;County Document;Mortgage - Deed Of Trust

K:\Common\Engineering\Sample Files\ACS\10-26-2004-Midland-TX\Images\Deed of Trust\00016311.tif.uss;;County Document;Mortgage - Deed Of Trust

K:\Common\Engineering\Sample Files\ACS\10-26-2004-Midland-TX\Images\Deed of Trust\00016546.tif.uss;;County Document;Mortgage - Deed Of Trust

K:\Common\Engineering\Sample Files\ACS\10-26-2004-Midland-TX\Images\Deed of Trust\00016304.tif.uss;;County Document;Mortgage - Deed Of Trust

K:\Common\Engineering\Sample Files\ACS\10-26-2004-Midland-TX\Images\DEED OF TRUST\00016323.tif.uss;;County Document;Mortgage - Deed Of Trust

