// Basic input file for Entity Finder Tester
//
// FORMAT:
// Two line formats are supported:
// 1) Label | Input | Output
//    where:
//    Label  = a number or text string used to identify the test case
//    Input  = the string used as input to the Entity Finder
//    Output = the string expected as output from the Entity Finder
// 2) <FILE> | Path
//    where:
//    <FILE> = a keyword indicating that the next argument is a filename
//    Path   = a fully qualified path to a text file used as input.
//             OR a filename for file located in same folder as TestEntityFinder.dat
//             NOTE: The text file must also satisfy these format requirements
//
//////////////////////////////////////////////////////////////////////////////

// Individual tests to guarantee that particular keywords and phrases used as
// Person Designators are found properly

Person: PTI_11|John Smith joined herein pro-forma by his spouse, Mary Smith plus more|John Smith joined herein pro-forma by his spouse, Mary Smith
Person: PTI_12|John Smith, a married man and joined by Mary Smith, his wife plus more|John Smith, a married man and joined by Mary Smith, his wife
Person: PTI_13|John Smith, joined herein by Mary Smith plus more|John Smith, joined herein by Mary Smith
Person: PTI_14|John Smith and Mary Smith Proforma plus more|John Smith and Mary Smith
Person: PTI_15|John Smith and Mary Smith Pro-Forma plus more|John Smith and Mary Smith
Person: PTI_16|John Smith and Mary Smith Herein plus more|John Smith and Mary Smith
Person: PTI_17|John Smith joined herein pro forma by his wife, Mary Smith plus more|John Smith joined herein pro forma by his wife, Mary Smith

Company: PTI_1|ACME Lending, A Corporation Organized Under the laws of Iowa|ACME Lending
Company: PTI_2|ACME Lending, State of Iowa|ACME Lending
Company: PTI_3|ACME Lending, City of Milwaukee|ACME Lending
Company: PTI_4|ACME Lending, County of Iowa|ACME Lending
Company: PTI_5|ACME Lending, Commonwealth of Massachusetts|ACME Lending
